ID,MODEL,PRICE,KM,MFG YEAR,FUEL TYPE,VEHICLE COLOR,VEHICLE TYPE,RATING,RATE COUNT
6976,KWID 1.0 RXT AMT OPT,275000,71000,2017,PETROL,MOONLIGHT SILVER WITH ZANSKAR BLUE,AMT,5,86
6977,KWID 1.0 RXT AMT OPT,255000,79000,2016,PETROL,ELECTRIC BLUE,AMT,2,72
6978,KWID 1.0 RXT AMT OPT,245000,81000,2015,PETROL,FIERY RED,AMT,4,58
6979,KWID 1.0 RXT AMT OPT,425000,42000,2020,PETROL,MOONLIGHT SILVER ,AMT,5,90
6980,KWID 1.0 RXT AMT OPT,325000,59000,2018,PETROL,ZANSKAR BLUE,AMT,3,74
6981,KWID 1.0 RXT AMT OPT,375000,52000,2019,PETROL,ZANSKAR BLUE WITH MOONLIGHT SILVER,AMT,5,55
6982,KWID 1.0 RXT AMT OPT,415000,49000,2020,PETROL,OUTBACK BRONZE,AMT,3,47
6983,KWID 1.0 RXT AMT OPT,315000,65000,2017,PETROL,COOL WHITE,AMT,4,65
6984,KWID CLIMBER 1.0 AMT OPT,525000,38000,2020,PETROL,MOONLIGHT SILVER WITH ZANSKAR BLUE,AMT,3,42
6985,KWID CLIMBER 1.0 AMT OPT,375000,54000,2018,PETROL,ELECTRIC BLUE,AMT,5,86
6986,KWID CLIMBER 1.0 AMT OPT,315000,68000,2017,PETROL,FIERY RED,AMT,3,94
6987,KWID CLIMBER 1.0 AMT OPT,275000,76000,2015,PETROL,MOONLIGHT SILVER ,AMT,4,75
6988,KWID CLIMBER 1.0 AMT OPT,285000,71000,2016,PETROL,ZANSKAR BLUE,AMT,5,66
6989,KWID CLIMBER 1.0 AMT OPT,475000,51000,2019,PETROL,ZANSKAR BLUE WITH MOONLIGHT SILVER,AMT,1,53
6990,KWID CLIMBER 1.0 AMT OPT,515000,42000,2020,PETROL,OUTBACK BRONZE,AMT,5,64
6991,KWID CLIMBER 1.0 AMT OPT,385000,52000,2018,PETROL,COOL WHITE,AMT,2,58
6992, TRIBER RXE,425000,49000,2019,PETROL,ELECTRIC BLUE,MANUAL,3,64
6993, TRIBER RXE,515000,37000,2020,PETROL,FIERY RED,MANUAL,4,57
6994, TRIBER RXE,465000,45000,2019,PETROL,MOONLIGHT SILVER,MANUAL,5,59
6995, TRIBER RXE,485000,39000,2020,PETROL,ICE COOL WHITE,MANUAL,2,46
6996, TRIBER RXE,445000,61000,2019,PETROL,METAL MUSTARD,MANUAL,4,58
6997,TRIBER RXL,575000,43000,2020,PETROL,ELECTRIC BLUE,MANUAL,5,76
6998,TRIBER RXL,572000,63000,2019,PETROL,FIERY RED,MANUAL,3,94
6999,TRIBER RXL,610000,28000,2020,PETROL,MOONLIGHT SILVER,MANUAL,5,53
7000,TRIBER RXL,548000,52000,2019,PETROL,ICE COOL WHITE,MANUAL,3,64
7001,TRIBER RXL,615000,22000,2020,PETROL,METAL MUSTARD,MANUAL,4,51
7002,TRIBER RXL EASY-R AMT,625000,58000,2019,PETROL,ELECTRIC BLUE,AMT,5,64
7003,TRIBER RXL EASY-R AMT,690000,37000,2020,PETROL,FIERY RED,AMT,1,53
7004,TRIBER RXL EASY-R AMT,645000,51000,2019,PETROL,MOONLIGHT SILVER,AMT,5,42
7005,TRIBER RXL EASY-R AMT,685000,43000,2020,PETROL,ICE COOL WHITE,AMT,2,86
7006,TRIBER RXL EASY-R AMT,675000,57000,2019,PETROL,METAL MUSTARD,AMT,3,42
7007,TRIBER RXT,715000,39000,2020,PETROL,ELECTRIC BLUE,MANUAL,4,59
7008,TRIBER RXT,645000,54000,2019,PETROL,FIERY RED,MANUAL,5,43
7009,TRIBER RXT,688000,49000,2020,PETROL,MOONLIGHT SILVER,MANUAL,5,56
7010,TRIBER RXT,655000,52000,2019,PETROL,ICE COOL WHITE,MANUAL,4,58
7011,TRIBER RXT,685000,53000,2020,PETROL,METAL MUSTARD,MANUAL,3,75
7012,TRIBER RXT EASY-R AMT,675000,39000,2019,PETROL,ELECTRIC BLUE,AMT,2,79
7013,TRIBER RXT EASY-R AMT,715000,23000,2020,PETROL,FIERY RED,AMT,5,56
7014,TRIBER RXT EASY-R AMT,645000,51000,2019,PETROL,MOONLIGHT SILVER,AMT,4,86
7015,TRIBER RXT EASY-R AMT,690000,37000,2020,PETROL,ICE COOL WHITE,AMT,2,45
7016,TRIBER RXT EASY-R AMT,655000,48000,2019,PETROL,METAL MUSTARD,AMT,3,78
7017,TRIBER RXZ,670000,61000,2019,PETROL,ELECTRIC BLUE,AMT,5,64
7018,TRIBER RXZ,725000,27000,2020,PETROL,FIERY RED,AMT,4,68
7019,TRIBER RXZ,680000,60000,2019,PETROL,MOONLIGHT SILVER,AMT,3,59
7020,TRIBER RXZ,710000,47000,2020,PETROL,ICE COOL WHITE,AMT,5,57
7021,TRIBER RXZ,675000,65000,2019,PETROL,METAL MUSTARD,AMT,3,52
7022,TRIBER RXZ EASY-R AMT,765000,39000,2020,PETROL,ELECTRIC BLUE,AMT,4,58
7023,TRIBER RXZ EASY-R AMT,625000,65000,2019,PETROL,FIERY RED,AMT,3,34
7024,TRIBER RXZ EASY-R AMT,745000,45000,2020,PETROL,MOONLIGHT SILVER,AMT,5,79
7025,TRIBER RXZ EASY-R AMT,675000,62000,2019,PETROL,ICE COOL WHITE,AMT,2,86
7026,TRIBER RXZ EASY-R AMT,685000,57000,2019,PETROL,METAL MUSTARD,AMT,4,49
7027,DUSTER RXE,575000,82000,2016,PETROL,PEARL,MANUAL,5,75
7028,DUSTER RXE,725000,68000,2018,PETROL,PEARL WHITE,MANUAL,2,46
7029,DUSTER RXE,915000,48000,2020,PETROL,MAHOGANY BROWN,MANUAL,4,85
7030,DUSTER RXE,625000,74000,2017,PETROL,MOONLIGHT SILVER,MANUAL,5,78
7031,DUSTER RXE,890000,52000,2019,PETROL,SLATE GREY,MANUAL,2,75
7032,DUSTER RXE,515000,85000,2015,PETROL,CAYENNE ORANGE,MANUAL,4,45
7033,DUSTER RXE,910000,65000,2020,PETROL,CASPIAN BLUE METALLIC,MANUAL,5,49
7034,DUSTER RXE,735000,62000,2018,PETROL,OUTBACK BRONZE,MANUAL,3,68
7035,DUSTER RXS,845000,64000,2018,PETROL,PEARL,MANUAL,5,65
7036,DUSTER RXS,745000,73000,2016,PETROL,PEARL WHITE,MANUAL,3,62
7037,DUSTER RXS,1010000,34000,2020,PETROL,MAHOGANY BROWN,MANUAL,4,56
7038,DUSTER RXS,715000,75000,2015,PETROL,MOONLIGHT SILVER,MANUAL,5,53
7039,DUSTER RXS,925000,51000,2019,PETROL,SLATE GREY,MANUAL,3,96
7040,DUSTER RXS,820000,69000,2017,PETROL,CAYENNE ORANGE,MANUAL,4,67
7041,DUSTER RXS,1005000,49000,2020,PETROL,CASPIAN BLUE METALLIC,MANUAL,5,64
7042,DUSTER RXS,945000,50000,2019,PETROL,OUTBACK BRONZE,MANUAL,1,59
7043,DUSTER RXZ,875000,61000,2018,PETROL,PEARL,MANUAL,5,53
7044,DUSTER RXZ,1005000,48000,2020,PETROL,PEARL WHITE,MANUAL,2,64
7045,DUSTER RXZ,925000,54000,2019,PETROL,MAHOGANY BROWN,MANUAL,3,52
7046,DUSTER RXZ,775000,76000,2016,PETROL,MOONLIGHT SILVER,MANUAL,4,86
7047,DUSTER RXZ,845000,56000,2018,PETROL,SLATE GREY,MANUAL,5,87
7048,DUSTER RXZ,815000,71000,2017,PETROL,CAYENNE ORANGE,MANUAL,2,84
7049,DUSTER RXZ,725000,82000,2015,PETROL,CASPIAN BLUE METALLIC,MANUAL,4,94
7050,DUSTER RXZ,955000,53000,2019,PETROL,OUTBACK BRONZE,MANUAL,5,76
7051,DUSTER RXE TURBO,855000,78000,2016,PETROL,PEARL,MANUAL,3,72
7052,DUSTER RXE TURBO,925000,75000,2017,PETROL,PEARL WHITE,MANUAL,3,71
7053,DUSTER RXE TURBO,985000,69000,2018,PETROL,MAHOGANY BROWN,MANUAL,2,51
7054,DUSTER RXE TURBO,1015000,58000,2019,PETROL,MOONLIGHT SILVER,MANUAL,5,84
7055,DUSTER RXE TURBO,1200000,24000,2020,PETROL,SLATE GREY,MANUAL,4,76
7056,DUSTER RXE TURBO,815000,82000,2015,PETROL,CAYENNE ORANGE,MANUAL,2,82
7057,DUSTER RXE TURBO,975000,65000,2018,PETROL,CASPIAN BLUE METALLIC,MANUAL,3,94
7058,DUSTER RXE TURBO,1195000,48000,2020,PETROL,OUTBACK BRONZE,MANUAL,5,76
7059,DUSTER RXS TURBO ,1075000,69000,2018,PETROL,PEARL,MANUAL,4,82
7060,DUSTER RXS TURBO ,1025000,71000,2017,PETROL,PEARL WHITE,MANUAL,3,83
7061,DUSTER RXS TURBO ,975000,78000,2016,PETROL,MAHOGANY BROWN,MANUAL,5,79
7062,DUSTER RXS TURBO ,1295000,34000,2020,PETROL,MOONLIGHT SILVER,MANUAL,3,56
7063,DUSTER RXS TURBO ,925000,81000,2015,PETROL,SLATE GREY,MANUAL,4,86
7064,DUSTER RXS TURBO ,1135000,54000,2019,PETROL,CAYENNE ORANGE,MANUAL,3,45
7065,DUSTER RXS TURBO ,1275000,47000,2020,PETROL,CASPIAN BLUE METALLIC,MANUAL,5,78
7066,DUSTER RXS TURBO ,1125000,55000,2019,PETROL,OUTBACK BRONZE,MANUAL,2,64
7067,DUSTER RXZ TURBO,1245000,67000,2018,PETROL,PEARL,MANUAL,4,68
7068,DUSTER RXZ TURBO,1025000,82000,2015,PETROL,PEARL WHITE,MANUAL,5,59
7069,DUSTER RXZ TURBO,1055000,80000,2016,PETROL,MAHOGANY BROWN,MANUAL,2,57
7070,DUSTER RXZ TURBO,1125000,72000,2017,PETROL,MOONLIGHT SILVER,MANUAL,4,52
7071,DUSTER RXZ TURBO,1275000,55000,2019,PETROL,SLATE GREY,MANUAL,5,58
7072,DUSTER RXZ TURBO,1265000,69000,2018,PETROL,CAYENNE ORANGE,MANUAL,2,34
7073,DUSTER RXZ TURBO,1355000,42000,2020,PETROL,CASPIAN BLUE METALLIC,MANUAL,4,79
7074,DUSTER RXZ TURBO,1345000,49000,2020,PETROL,OUTBACK BRONZE,MANUAL,5,86
7075,DUSTER RXS TURBO CVT,1275000,65000,2018,PETROL,PEARL,AMT,3,49
7076,DUSTER RXS TURBO CVT,1215000,68000,2017,PETROL,PEARL WHITE,AMT,5,75
7077,DUSTER RXS TURBO CVT,1475000,31000,2020,PETROL,MAHOGANY BROWN,AMT,3,46
7078,DUSTER RXS TURBO CVT,1175000,72000,2016,PETROL,MOONLIGHT SILVER,AMT,4,85
7079,DUSTER RXS TURBO CVT,1125000,76000,2015,PETROL,SLATE GREY,AMT,3,78
7080,DUSTER RXS TURBO CVT,1345000,54000,2019,PETROL,CAYENNE ORANGE,AMT,4,75
7081,DUSTER RXS TURBO CVT,1255000,59000,2018,PETROL,CASPIAN BLUE METALLIC,AMT,5,45
7082,DUSTER RXS TURBO CVT,1455000,48000,2020,PETROL,OUTBACK BRONZE,AMT,5,49
7083,DUSTER RXZ TURBO CVT,1445000,68000,2018,PETROL,PEARL,AMT,4,68
7084,DUSTER RXZ TURBO CVT,1560000,24000,2020,PETROL,PEARL WHITE,AMT,3,65
7085,DUSTER RXZ TURBO CVT,1225000,78000,2015,PETROL,MAHOGANY BROWN,AMT,4,62
7086,DUSTER RXZ TURBO CVT,1345000,68000,2017,PETROL,MOONLIGHT SILVER,AMT,3,56
7087,DUSTER RXZ TURBO CVT,1525000,52000,2019,PETROL,SLATE GREY,AMT,5,53
7088,DUSTER RXZ TURBO CVT,1275000,73000,2016,PETROL,CAYENNE ORANGE,AMT,2,96
7089,DUSTER RXZ TURBO CVT,1425000,32000,2020,PETROL,CASPIAN BLUE METALLIC,AMT,4,67
7090,DUSTER RXZ TURBO CVT,1235000,65000,2018,PETROL,OUTBACK BRONZE,AMT,5,64
7091,KWID STD,146000,75000,2016,PETROL,MOONLIGHT SILVER WITH ZANSKAR BLUE,MANUAL,2,59
7092,KWID STD,216000,65000,2018,PETROL,ELECTRIC BLUE,MANUAL,4,53
7093,KWID STD,256000,52000,2019,PETROL,FIERY RED,MANUAL,5,64
7094,KWID STD,126000,78000,2015,PETROL,MOONLIGHT SILVER ,MANUAL,2,52
7095,KWID STD,286000,38000,2020,PETROL,ZANSKAR BLUE,MANUAL,4,86
7096,KWID STD,176000,67000,2017,PETROL,ZANSKAR BLUE WITH MOONLIGHT SILVER,MANUAL,5,87
7097,KWID STD,246000,54000,2019,PETROL,OUTBACK BRONZE,MANUAL,3,84
7098,KWID STD,156000,66000,2017,PETROL,COOL WHITE,MANUAL,5,94
7099,KWID RXE ,314000,64000,2018,PETROL,MOONLIGHT SILVER WITH ZANSKAR BLUE,MANUAL,3,76
7100,KWID RXE ,276000,69000,2017,PETROL,ELECTRIC BLUE,MANUAL,4,72
7101,KWID RXE ,286000,52000,2019,PETROL,FIERY RED,MANUAL,3,71
7102,KWID RXE ,316000,47000,2020,PETROL,MOONLIGHT SILVER ,MANUAL,5,51
7103,KWID RXE ,246000,71000,2016,PETROL,ZANSKAR BLUE,MANUAL,3,84
7104,KWID RXE ,226000,72000,2015,PETROL,ZANSKAR BLUE WITH MOONLIGHT SILVER,MANUAL,4,76
7105,KWID RXE ,326000,43000,2020,PETROL,OUTBACK BRONZE,MANUAL,5,82
7106,KWID RXE ,351000,64000,2018,PETROL,COOL WHITE,MANUAL,1,94
7107,KWID NEOTECH,276000,72000,2016,PETROL,MOONLIGHT SILVER WITH ZANSKAR BLUE,MANUAL,5,76
7108,KWID NEOTECH,426000,45000,2020,PETROL,ELECTRIC BLUE,MANUAL,2,82
7109,KWID NEOTECH,316000,59000,2017,PETROL,FIERY RED,MANUAL,3,83
7110,KWID NEOTECH,246000,74000,2015,PETROL,MOONLIGHT SILVER ,MANUAL,4,89
7111,KWID NEOTECH,416000,48000,2019,PETROL,ZANSKAR BLUE,MANUAL,5,98
7112,KWID NEOTECH,376000,61000,2018,PETROL,ZANSKAR BLUE WITH MOONLIGHT SILVER,MANUAL,2,86
7113,KWID NEOTECH,346000,65000,2017,PETROL,OUTBACK BRONZE,MANUAL,4,65
7114,KWID NEOTECH,446000,33000,2020,PETROL,COOL WHITE,MANUAL,5,57
7115,KWID RXL,276000,73000,2016,PETROL,MOONLIGHT SILVER WITH ZANSKAR BLUE,MANUAL,3,52
7116,KWID RXL,326000,70000,2017,PETROL,ELECTRIC BLUE,MANUAL,5,68
7117,KWID RXL,386000,49000,2020,PETROL,FIERY RED,MANUAL,3,45
7118,KWID RXL,376000,52000,2019,PETROL,MOONLIGHT SILVER ,MANUAL,4,71
7119,KWID RXL,346000,66000,2018,PETROL,ZANSKAR BLUE,MANUAL,5,54
7120,KWID RXL,246000,77000,2015,PETROL,ZANSKAR BLUE WITH MOONLIGHT SILVER,MANUAL,1,69
7121,KWID RXL,391000,46000,2020,PETROL,OUTBACK BRONZE,MANUAL,5,64
7122,KWID RXL,356000,60000,2018,PETROL,COOL WHITE,MANUAL,2,67
7123,KWID 1.0 NEOTECH,376000,51000,2019,PETROL,MOONLIGHT SILVER WITH ZANSKAR BLUE,MANUAL,3,90
7124,KWID 1.0 NEOTECH,345000,53000,2018,PETROL,ELECTRIC BLUE,MANUAL,4,74
7125,KWID 1.0 NEOTECH,426000,44000,2020,PETROL,FIERY RED,MANUAL,5,55
7126,KWID 1.0 NEOTECH,316000,65000,2017,PETROL,MOONLIGHT SILVER ,MANUAL,5,64
7127,KWID 1.0 NEOTECH,276000,74000,2016,PETROL,ZANSKAR BLUE,MANUAL,4,52
7128,KWID 1.0 NEOTECH,256000,77000,2015,PETROL,ZANSKAR BLUE WITH MOONLIGHT SILVER,MANUAL,3,68
7129,KWID 1.0 NEOTECH,286000,63000,2017,PETROL,OUTBACK BRONZE,MANUAL,2,45
7130,KWID 1.0 NEOTECH,451000,40000,2020,PETROL,COOL WHITE,MANUAL,5,71
7131,KWID 1.0 RXL,416000,38000,2020,PETROL,MOONLIGHT SILVER WITH ZANSKAR BLUE,MANUAL,4,54
7132,KWID 1.0 RXL,346000,62000,2019,PETROL,ELECTRIC BLUE,MANUAL,2,69
7133,KWID 1.0 RXL,276000,66000,2017,PETROL,FIERY RED,MANUAL,3,64
7134,KWID 1.0 RXL,226000,79000,2015,PETROL,MOONLIGHT SILVER ,MANUAL,5,67
7135,KWID 1.0 RXL,246000,75000,2016,PETROL,ZANSKAR BLUE,MANUAL,4,54
7136,KWID 1.0 RXL,316000,62000,2018,PETROL,ZANSKAR BLUE WITH MOONLIGHT SILVER,MANUAL,3,77
7137,KWID 1.0 RXL,371000,59000,2019,PETROL,OUTBACK BRONZE,MANUAL,5,52
7138,KWID 1.0 RXL,386000,50000,2020,PETROL,COOL WHITE,MANUAL,3,91
7139,KWID RXT,326000,65000,2018,PETROL,MOONLIGHT SILVER WITH ZANSKAR BLUE,MANUAL,4,64
7140,KWID RXT,316000,68000,2017,PETROL,ELECTRIC BLUE,MANUAL,3,62
7141,KWID RXT,376000,50000,2020,PETROL,FIERY RED,MANUAL,5,51
7142,KWID RXT,246000,73000,2016,PETROL,MOONLIGHT SILVER ,MANUAL,2,59
7143,KWID RXT,356000,56000,2019,PETROL,ZANSKAR BLUE,MANUAL,4,58
7144,KWID RXT,226000,84000,2015,PETROL,ZANSKAR BLUE WITH MOONLIGHT SILVER,MANUAL,5,90
7145,KWID RXT,276000,79000,2016,PETROL,OUTBACK BRONZE,MANUAL,2,74
7146,KWID RXT,426000,39000,2020,PETROL,COOL WHITE,MANUAL,4,55
7147,KWID 1.0 NEOTECH AMT,246000,82000,2015,PETROL,MOONLIGHT SILVER WITH ZANSKAR BLUE,AMT,5,64
7148,KWID 1.0 NEOTECH AMT,426000,52000,2019,PETROL,ELECTRIC BLUE,AMT,2,52
7149,KWID 1.0 NEOTECH AMT,316000,74000,2017,PETROL,FIERY RED,AMT,4,68
7150,KWID 1.0 NEOTECH AMT,276000,80000,2016,PETROL,MOONLIGHT SILVER ,AMT,5,52
7151,KWID 1.0 NEOTECH AMT,416000,55000,2019,PETROL,ZANSKAR BLUE,AMT,3,91
7152,KWID 1.0 NEOTECH AMT,356000,62000,2018,PETROL,ZANSKAR BLUE WITH MOONLIGHT SILVER,AMT,5,64
7153,KWID 1.0 NEOTECH AMT,456000,32000,2020,PETROL,OUTBACK BRONZE,AMT,3,62
7154,KWID 1.0 NEOTECH AMT,326000,69000,2017,PETROL,COOL WHITE,AMT,4,51
7155,KWID 1.0 RXL AMT,316000,65000,2017,PETROL,MOONLIGHT SILVER WITH ZANSKAR BLUE,AMT,5,59
7156,KWID 1.0 RXL AMT,376000,52000,2019,PETROL,ELECTRIC BLUE,AMT,3,86
7157,KWID 1.0 RXL AMT,276000,77000,2016,PETROL,FIERY RED,AMT,4,72
7158,KWID 1.0 RXL AMT,251000,78000,2015,PETROL,MOONLIGHT SILVER ,AMT,5,58
7159,KWID 1.0 RXL AMT,346000,58000,2018,PETROL,ZANSKAR BLUE,AMT,1,90
7160,KWID 1.0 RXL AMT,426000,33000,2020,PETROL,ZANSKAR BLUE WITH MOONLIGHT SILVER,AMT,5,74
7161,KWID 1.0 RXL AMT,356000,57000,2019,PETROL,OUTBACK BRONZE,AMT,2,55
7162,KWID 1.0 RXL AMT,416000,49000,2020,PETROL,COOL WHITE,AMT,3,47
7163,KWID 1.0 RXL OPT,346000,55000,2019,PETROL,MOONLIGHT SILVER WITH ZANSKAR BLUE,MANUAL,4,65
7164,KWID 1.0 RXL OPT,286000,69000,2017,PETROL,ELECTRIC BLUE,MANUAL,5,42
7165,KWID 1.0 RXL OPT,246000,73000,2015,PETROL,FIERY RED,MANUAL,2,86
7166,KWID 1.0 RXL OPT,446000,38000,2020,PETROL,MOONLIGHT SILVER ,MANUAL,4,94
7167,KWID 1.0 RXL OPT,421000,47000,2020,PETROL,ZANSKAR BLUE,MANUAL,5,75
7168,KWID 1.0 RXL OPT,266000,79000,2016,PETROL,ZANSKAR BLUE WITH MOONLIGHT SILVER,MANUAL,3,66
7169,KWID 1.0 RXL OPT,316000,62000,2018,PETROL,OUTBACK BRONZE,MANUAL,5,53
7170,KWID 1.0 RXL OPT,276000,74000,2017,PETROL,COOL WHITE,MANUAL,3,64
7171,KWID CLIMBER 1.0 MT OPT,256000,74000,2016,PETROL,MOONLIGHT SILVER WITH ZANSKAR BLUE,MANUAL,4,58
7172,KWID CLIMBER 1.0 MT OPT,426000,46000,2020,PETROL,ELECTRIC BLUE,MANUAL,5,64
7173,KWID CLIMBER 1.0 MT OPT,356000,66000,2019,PETROL,FIERY RED,MANUAL,1,57
7174,KWID CLIMBER 1.0 MT OPT,326000,69000,2018,PETROL,MOONLIGHT SILVER ,MANUAL,5,59
7175,KWID CLIMBER 1.0 MT OPT,246000,77000,2015,PETROL,ZANSKAR BLUE,MANUAL,2,46
7176,KWID CLIMBER 1.0 MT OPT,316000,65000,2018,PETROL,ZANSKAR BLUE WITH MOONLIGHT SILVER,MANUAL,3,58
7177,KWID CLIMBER 1.0 MT OPT,376000,58000,2019,PETROL,OUTBACK BRONZE,MANUAL,4,76
7178,KWID CLIMBER 1.0 MT OPT,276000,71000,2017,PETROL,COOL WHITE,MANUAL,5,94
7179,KWID 1.0 RXT AMT OPT,246000,82000,2015,PETROL,MOONLIGHT SILVER WITH ZANSKAR BLUE,AMT,5,53
7180,KWID 1.0 RXT AMT OPT,256000,80000,2016,PETROL,ELECTRIC BLUE,AMT,4,64
7181,KWID 1.0 RXT AMT OPT,276000,72000,2017,PETROL,FIERY RED,AMT,3,51
7182,KWID 1.0 RXT AMT OPT,316000,66000,2017,PETROL,MOONLIGHT SILVER ,AMT,2,64
7183,KWID 1.0 RXT AMT OPT,416000,50000,2020,PETROL,ZANSKAR BLUE,AMT,5,53
7184,KWID 1.0 RXT AMT OPT,376000,53000,2019,PETROL,ZANSKAR BLUE WITH MOONLIGHT SILVER,AMT,4,42
7185,KWID 1.0 RXT AMT OPT,326000,60000,2018,PETROL,OUTBACK BRONZE,AMT,2,86
7186,KWID 1.0 RXT AMT OPT,426000,43000,2020,PETROL,COOL WHITE,AMT,3,42
7187,KWID CLIMBER 1.0 AMT OPT,386000,53000,2018,PETROL,MOONLIGHT SILVER WITH ZANSKAR BLUE,AMT,5,59
7188,KWID CLIMBER 1.0 AMT OPT,516000,42000,2020,PETROL,ELECTRIC BLUE,AMT,4,43
7189,KWID CLIMBER 1.0 AMT OPT,476000,52000,2019,PETROL,FIERY RED,AMT,3,56
7190,KWID CLIMBER 1.0 AMT OPT,286000,72000,2016,PETROL,MOONLIGHT SILVER ,AMT,5,58
7191,KWID CLIMBER 1.0 AMT OPT,276000,77000,2015,PETROL,ZANSKAR BLUE,AMT,3,75
7192,KWID CLIMBER 1.0 AMT OPT,316000,69000,2017,PETROL,ZANSKAR BLUE WITH MOONLIGHT SILVER,AMT,4,79
7193,KWID CLIMBER 1.0 AMT OPT,376000,55000,2018,PETROL,OUTBACK BRONZE,AMT,3,54
7194,KWID CLIMBER 1.0 AMT OPT,526000,39000,2020,PETROL,COOL WHITE,AMT,5,69
7195, TRIBER RXE,516000,38000,2020,PETROL,ELECTRIC BLUE,MANUAL,2,84
7196, TRIBER RXE,426000,50000,2019,PETROL,FIERY RED,MANUAL,4,85
7197, TRIBER RXE,446000,62000,2019,PETROL,MOONLIGHT SILVER,MANUAL,5,72
7198, TRIBER RXE,486000,40000,2020,PETROL,ICE COOL WHITE,MANUAL,2,94
7199, TRIBER RXE,466000,46000,2019,PETROL,METAL MUSTARD,MANUAL,4,63
7200,TRIBER RXL,616000,23000,2020,PETROL,ELECTRIC BLUE,MANUAL,5,57
7201,TRIBER RXL,549000,53000,2019,PETROL,FIERY RED,MANUAL,2,74
7202,TRIBER RXL,611000,29000,2020,PETROL,MOONLIGHT SILVER,MANUAL,4,85
7203,TRIBER RXL,573000,64000,2019,PETROL,ICE COOL WHITE,MANUAL,5,49
7204,TRIBER RXL,574000,44000,2020,PETROL,METAL MUSTARD,MANUAL,3,86
7205,TRIBER RXL EASY-R AMT,676000,58000,2019,PETROL,ELECTRIC BLUE,AMT,5,95
7206,TRIBER RXL EASY-R AMT,686000,44000,2020,PETROL,FIERY RED,AMT,3,63
7207,TRIBER RXL EASY-R AMT,646000,52000,2019,PETROL,MOONLIGHT SILVER,AMT,4,35
7208,TRIBER RXL EASY-R AMT,691000,38000,2020,PETROL,ICE COOL WHITE,AMT,3,45
7209,TRIBER RXL EASY-R AMT,626000,59000,2019,PETROL,METAL MUSTARD,AMT,4,56
7210,TRIBER RXT,646000,55000,2019,PETROL,ELECTRIC BLUE,MANUAL,5,68
7211,TRIBER RXT,716000,40000,2020,PETROL,FIERY RED,MANUAL,5,61
7212,TRIBER RXT,686000,54000,2020,PETROL,MOONLIGHT SILVER,MANUAL,4,49
7213,TRIBER RXT,656000,53000,2019,PETROL,ICE COOL WHITE,MANUAL,3,75
7214,TRIBER RXT,689000,50000,2020,PETROL,METAL MUSTARD,MANUAL,4,86
7215,TRIBER RXT EASY-R AMT,656000,49000,2019,PETROL,ELECTRIC BLUE,AMT,3,37
7216,TRIBER RXT EASY-R AMT,691000,38000,2020,PETROL,FIERY RED,AMT,5,56
7217,TRIBER RXT EASY-R AMT,646000,52000,2019,PETROL,MOONLIGHT SILVER,AMT,2,84
7218,TRIBER RXT EASY-R AMT,716000,24000,2020,PETROL,ICE COOL WHITE,AMT,4,86
7219,TRIBER RXT EASY-R AMT,676000,40000,2019,PETROL,METAL MUSTARD,AMT,5,59
7220,TRIBER RXZ,676000,66000,2019,PETROL,ELECTRIC BLUE,AMT,2,53
7221,TRIBER RXZ,711000,48000,2020,PETROL,FIERY RED,AMT,4,56
7222,TRIBER RXZ,681000,61000,2019,PETROL,MOONLIGHT SILVER,AMT,5,52
7223,TRIBER RXZ,726000,28000,2020,PETROL,ICE COOL WHITE,AMT,2,54
7224,TRIBER RXZ,671000,62000,2019,PETROL,METAL MUSTARD,AMT,4,57
7225,TRIBER RXZ EASY-R AMT,766000,40000,2020,PETROL,ELECTRIC BLUE,AMT,5,45
7226,TRIBER RXZ EASY-R AMT,686000,58000,2019,PETROL,FIERY RED,AMT,3,64
7227,TRIBER RXZ EASY-R AMT,676000,63000,2019,PETROL,MOONLIGHT SILVER,AMT,5,68
7228,TRIBER RXZ EASY-R AMT,746000,46000,2020,PETROL,ICE COOL WHITE,AMT,3,95
7229,TRIBER RXZ EASY-R AMT,626000,66000,2019,PETROL,METAL MUSTARD,AMT,4,72
7230,DUSTER RXE,736000,63000,2018,PETROL,PEARL,MANUAL,3,84
7231,DUSTER RXE,911000,66000,2020,PETROL,PEARL WHITE,MANUAL,5,83
7232,DUSTER RXE,516000,86000,2015,PETROL,MAHOGANY BROWN,MANUAL,3,51
7233,DUSTER RXE,891000,53000,2019,PETROL,MOONLIGHT SILVER,MANUAL,4,49
7234,DUSTER RXE,626000,75000,2017,PETROL,SLATE GREY,MANUAL,5,76
7235,DUSTER RXE,916000,49000,2020,PETROL,CAYENNE ORANGE,MANUAL,1,85
7236,DUSTER RXE,726000,69000,2018,PETROL,CASPIAN BLUE METALLIC,MANUAL,5,55
7237,DUSTER RXE,576000,83000,2016,PETROL,OUTBACK BRONZE,MANUAL,2,64
7238,DUSTER RXS,1000000,50000,2020,PETROL,PEARL,MANUAL,3,52
7239,DUSTER RXS,946000,51000,2019,PETROL,PEARL WHITE,MANUAL,4,68
7240,DUSTER RXS,1010000,35000,2020,PETROL,MAHOGANY BROWN,MANUAL,5,52
7241,DUSTER RXS,821000,70000,2017,PETROL,MOONLIGHT SILVER,MANUAL,2,91
7242,DUSTER RXS,926000,52000,2019,PETROL,SLATE GREY,MANUAL,4,64
